Strike ID,Country,President,Most Specific Location,Latitude,Longitude,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,timestamp
Ob355,Pakistan,Obama,"Datta Khel, North Waziristan",33.150048999999996,70.433361,4,6,0,0,0,0,0,2014-12-20
Ob366,Pakistan,Obama,"Zoy Nari, Shawal, North Waziristan",32.613785,69.508247,3,6,0,0,0,0,2,2015-05-18
Ob37,Pakistan,Obama,"Sararogha, South Waziristan",32.474231,70.002675,5,6,0,0,0,0,2,2009-09-29
Ob370,Pakistan,Obama,"Karwanda village, Manzarkhel area, Dattakhel sub-division or Lawara Banga area of Shawal valley, North Waziristan",33.150048999999996,70.433361,5,6,0,0,0,0,4,2015-09-01
Ob43,Pakistan,Obama,"Norak, North Waziristan",32.943065000000004,69.955033,4,6,0,0,0,0,8,2009-11-05
Ob44,Pakistan,Obama,"Shanakorah, North Waziristan",32.943065000000004,69.955033,3,6,0,0,0,0,2,2009-11-18
Ob47,Pakistan,Obama,"Ladha, South Waziristan",32.64578,70.121765,6,6,0,0,0,0,8,2009-12-10
Ob57,Pakistan,Obama,"Tappi, North Waziristan",32.946490000000004,70.147068,5,6,5,5,1,1,3,2010-01-08
Ob7,Pakistan,Obama,"Jani Khel, Bannu Frontier Region",32.800938,70.50864399999999,2,6,0,0,0,0,3,2009-03-15
Ob81,Pakistan,Obama,"Machis, North Waziristan",32.943065000000004,69.955033,6,6,0,0,0,0,3,2010-03-23
Ob83,Pakistan,Obama,"Tappi, North Waziristan",32.946490000000004,70.147068,5,6,5,6,1,1,2,2010-03-31
Ob89,Pakistan,Obama,"Machi Khel, North Waziristan",33.029133,70.246785,4,6,0,2,0,0,0,2010-05-03
SOM006,Somalia,Bush,Dhobley,5.152149,46.199615,0,6,0,4,0,0,3,2008-03-03
SOM008,Somalia,Obama,Barawe,1.116195,44.031816,2,6,0,0,0,0,2,2009-09-14
SOM020,Somalia,Obama,"Barawe, Lower Shabelle",1.116195,44.031816,6,6,0,0,0,0,0,2014-08-01
SOM063,Somalia,Trump,Southern Somalia,5.152149,46.199615,6,6,0,0,0,0,0,2017-09-13
SOM074,Somalia,Trump,"Idow Jalad, Lower Shabelle",1.8766450000000001,44.247901,6,6,0,0,0,0,0,2017-11-14
SOM115,Somalia,Trump,"Vicinity of Haradere, Galmudug",4.655952,47.856315,6,6,0,0,0,0,0,2018-11-21
YEM001,Yemen,Bush,Marib,15.470031,45.322857,6,6,0,0,0,0,0,2002-11-03
YEM006,Yemen,Obama,"Al Ajashir, Saada",17.183332999999998,44.799999,0,6,0,0,0,0,0,2010-01-15
YEM022,Yemen,Obama,"Arkoub, Abyan",13.634341000000001,46.056321000000004,6,6,0,0,0,0,0,2011-08-24
YEM041,Yemen,Obama,"Jebel Khanfar, Abyan",13.634341000000001,46.056321000000004,3,6,0,0,0,0,0,2012-03-11
YEM069,Yemen,Obama,"Lawder, Abyan",13.879273000000001,45.869518,6,6,0,0,0,0,0,2012-05-14
YEM074,Yemen,Obama,"Shaqra, Abyan",13.357462,45.698821,5,6,0,2,0,0,0,2012-05-17
YEM103,Yemen,Obama,Al Ain,16.0000181,47.7079339,4,6,1,4,0,0,3,2012-09-05
YEM106,Yemen,Obama,"Al Saeed, Shabwa",14.754629999999999,46.516261,3,6,0,0,0,0,2,2012-10-04
YEM119,Yemen,Obama,"Wadi Abida, Marib",15.470031,45.322857,4,6,0,4,0,0,0,2013-01-19
YEM140,Yemen,Obama,"Manaseh, Bayda",13.988914000000001,45.5771,4,6,0,0,0,0,0,2013-08-30
YEM145,Yemen,Obama,"Shibam, Hadhramout",15.921257,48.636381,1,6,0,0,0,0,0,2013-12-27
YEM146,Yemen,Obama,"Mahfed, Abyan",14.061619,46.914966,2,6,0,0,0,0,0,2013-12-31
YEM162,Yemen,Obama,"Wadi Abida, Marib",15.470031,45.322857,4,6,0,0,0,0,0,2014-05-12
YEM164,Yemen,Obama,Marib,15.474709699999998,45.305245299999996,5,6,0,0,0,0,0,2014-06-13
YEM181,Yemen,Obama,Bayda,13.988914000000001,45.5771,3,6,0,0,0,0,0,2015-02-02
YEM187,Yemen,Obama,"Saeed district, Shabwa",14.754629999999999,46.516261,2,6,0,0,0,0,0,2015-04-19
YEM206,Yemen,Obama,"Mukalla, Hadramout",14.540432000000001,49.127196999999995,3,6,0,4,0,0,2,2015-09-09
YEM213,Yemen,Obama,"Rawda city, Shabwa",15.369026000000002,47.027291999999996,6,6,0,0,0,0,0,2016-02-03
YEM220,Yemen,Obama,"Zinjibar, Abyan",13.135021,45.388639000000005,6,6,0,0,0,0,0,2016-03-26
YEM227,Yemen,Obama,"Zinjibar, Abyan",13.135021,45.388639000000005,3,6,0,0,0,0,0,2016-04-25
YEM234,Yemen,Obama,"Gardan, Shabwa",14.754629999999999,46.516261,3,6,0,0,0,0,0,2016-07-01
YEM258,Yemen,Trump,Bayda,13.988914000000001,45.5771,3,6,0,0,0,0,0,2017-01-21
YEM297,Yemen,Trump,Bayda,13.988914000000001,45.5771,6,6,0,0,0,0,0,2018-02-11
YEM303,Yemen,Trump,"Al Abr, Hadramout",16.133333,47.233333,6,6,0,6,0,0,0,2018-03-09
AFG033,Afghanistan,Obama,"Katar village, Watapor, Kunar",34.91093,71.127398,4,5,0,0,0,0,0,2015-05-21
AFG034,Afghanistan,Obama,"Want Waigal, Nuristan",35.05008,70.90854,5,5,0,0,0,0,0,2015-05-27
AFG056,Afghanistan,Obama,"Mardish, Want Waigal, Nuristan",35.221191,71.049776,5,5,0,0,0,0,3,2015-06-27
AFG083,Afghanistan,Obama,"Day Mirdad, Wardak",34.216353999999995,68.29517299999999,4,5,0,0,0,0,0,2015-08-17
AFG095,Afghanistan,Obama,"Marsangi, Lal Pura, Nangarhar",34.354216,70.95468000000001,4,5,0,0,0,0,2,2015-09-13
AFG096,Afghanistan,Obama,"Melawe, Nazyan, Nangarhar",34.118171000000004,70.75252900000001,5,5,0,0,0,0,0,2015-09-17
AFG136,Afghanistan,Obama,"Shaltan Darra, Shegal, Kunar",34.846589,71.097316,5,5,0,0,0,0,2,2016-01-02
AFG148,Afghanistan,Obama,"Deh Sarak, Achin, Nangarhar",34.08218,70.667034,5,5,0,0,0,0,0,2016-01-19
AFG149,Afghanistan,Obama,"Deh Sarak, Achin, Nangarhar",34.08218,70.667034,5,5,0,0,0,0,0,2016-01-19
AFG158,Afghanistan,Obama,"Achin, Nangarhar",34.08218,70.667034,5,5,0,0,0,0,0,2016-01-25
AFG178,Afghanistan,Obama,"Bandar, Kot, Nangarhar",34.171831,70.621679,5,5,0,0,0,0,0,2016-03-22
AFG185,Afghanistan,Obama,"Shadal, Achin, Nangarhar",34.08218,70.667034,5,5,0,0,0,0,0,2016-04-19
AFG193,Afghanistan,Obama,"Shahjoy, Zabul",32.503195,67.415892,5,5,0,0,0,0,0,2016-05-17
AFG214,Afghanistan,Obama,"Moghul Qeshlag, Imam Sahib, Kunduz",37.157843,68.882423,5,5,0,0,0,0,0,2016-06-21
AFG240,Afghanistan,Obama,"Bandar, Achin, Nangarhar",34.08218,70.667034,5,5,0,0,0,0,0,2016-07-19
AFG265,Afghanistan,Obama,"Spinajai, Nazyan, Nangarhar",34.118171000000004,70.75252900000001,5,5,0,0,0,0,0,2016-09-22
AFG277,Afghanistan,Obama,"Koz-Pachir village, Pachiragam, Nangarhar",34.074090000000005,70.288452,5,5,0,0,0,0,0,2016-10-22
AFG280,Afghanistan,Obama,"Aligal village, Ghaziabad, Kunar",34.846589,71.097316,5,5,0,0,0,0,0,2016-10-28
AFG285,Afghanistan,Obama,"Diwal-i-Surkh, Khak e Safid, Farah",32.677851000000004,61.981391,5,5,0,0,0,0,0,2016-11-04
AFG366,Afghanistan,Trump,"Janat Bagh, Khan Abad, Kunduz",36.681449,69.11490500000001,5,5,0,0,0,0,1,2017-07-11
AFG384,Afghanistan,Trump,"Shorshorak, Nawa, Helmand",32.402668,67.856978,5,5,0,0,0,0,0,2017-08-12
AFG398,Afghanistan,Trump,"Haska Mena, Nangarhar",34.171831,70.621679,5,5,0,0,0,0,0,2017-09-24
AFG400,Afghanistan,Trump,"Haska Mena, Nangarhar",34.171831,70.621679,5,5,0,0,0,0,0,2017-09-27
AFG424,Afghanistan,Trump,"Musa Qala, Helmand",32.311871999999994,64.811083,5,5,0,0,0,0,0,2017-12-01
AFG476,Afghanistan,Trump,Kunar,34.846589,71.097316,0,5,0,0,0,0,0,2018-06-13
AFG512,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,5,5,0,0,0,0,0,2018-09-05
AFG530,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,5,5,0,0,0,0,0,2018-09-08
AFG532,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,5,5,0,0,0,0,0,2018-09-09
AFG552,Afghanistan,Trump,Paktia,33.706199,69.383107,5,5,0,0,0,0,0,2018-09-11
AFG567,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,5,5,0,0,0,0,0,2018-09-15
AFG586,Afghanistan,Trump,Zabul,32.191878,67.189448,5,5,0,0,0,0,0,2018-09-18
AFG600,Afghanistan,Trump,Nangarhar,34.171831,70.621679,5,5,0,0,0,0,0,2018-09-21
AFG606,Afghanistan,Trump,Kunar,34.846589,71.097316,5,5,0,0,0,0,0,2018-09-22
AFG630,Afghanistan,Trump,Kunduz,36.728590000000004,68.868066,5,5,0,0,0,0,0,2018-09-27
AFG644,Afghanistan,Trump,Zabul,32.191878,67.189448,5,5,0,0,0,0,0,2018-09-29
AFG645,Afghanistan,Trump,Nangarhar,34.171831,70.621679,5,5,0,0,0,0,0,2018-09-30
AFG649,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,5,5,0,0,0,0,0,2018-10-01
AFG675,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,5,5,0,0,0,0,0,2018-10-05
AFG689,Afghanistan,Trump,Faryab,36.079561,64.90595400000001,5,5,0,0,0,0,0,2018-10-07
AFG704,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,5,5,0,0,0,0,0,2018-10-10
AFG706,Afghanistan,Trump,Nangarhar,34.171831,70.621679,5,5,0,0,0,0,0,2018-10-10
AFG711,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,5,5,0,0,0,0,0,2018-10-11
AFG742,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,5,5,0,0,0,0,0,2018-10-15
AFG789,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,5,5,0,0,0,0,0,2018-10-22
AFG813,Afghanistan,Trump,Nangarhar,34.171831,70.621679,5,5,0,3,0,0,0,2018-10-28
B21,Pakistan,Bush,"Korzai, South Waziristan",32.320237,69.85974,4,5,0,0,0,0,4,2008-08-30
B33,Pakistan,Bush,"Miram Shah, North Waziristan",32.956928000000005,70.169394,4,5,0,0,0,0,2,2008-10-11
B43,Pakistan,Bush,"Wana, South Waziristan",32.298231,69.597624,5,5,0,0,0,0,0,2008-11-27
B50,Pakistan,Bush,"Kari Kot, South Waziristan",32.270651,69.554179,3,5,0,0,0,0,1,2009-01-01
Ob132,Pakistan,Obama,"Lawra Mandi, North Waziristan",32.943065000000004,69.955033,4,5,0,0,0,0,2,2010-09-26
Ob133,Pakistan,Obama,"Miram Shah, North Waziristan",32.956928000000005,70.169394,3,5,0,0,0,0,1,2010-09-26
Ob141,Pakistan,Obama,"Hurmuz, North Waziristan",32.943065000000004,69.955033,3,5,0,0,0,0,3,2010-10-06
Ob148,Pakistan,Obama,"Machi Khel, North Waziristan",33.029133,70.246785,3,5,0,0,0,0,0,2010-10-15
Ob150,Pakistan,Obama,"Mir Ali, North Waziristan",32.970019,70.27758399999999,2,5,0,0,0,0,1,2010-10-27
Ob154,Pakistan,Obama,"Qutab Khel, North Waziristan",32.96848,70.05924499999999,4,5,0,0,0,0,0,2010-11-03
Ob155,Pakistan,Obama,"Khaso Khel, North Waziristan",32.943065000000004,69.955033,4,5,0,0,0,0,0,2010-11-03
Ob156,Pakistan,Obama,"Pai Khel, North Waziristan",32.971734000000005,69.839638,4,5,0,0,0,0,0,2010-11-03
Ob167,Pakistan,Obama,"Khushali, North Waziristan",32.938775,70.248273,3,5,0,2,0,0,3,2010-12-06
Ob18,Pakistan,Obama,"Marda Algad, South Waziristan",32.320237,69.85974,3,5,0,3,0,0,0,2009-06-14
Ob183,Pakistan,Obama,"Datta Khel, North Waziristan",33.150048999999996,70.433361,4,5,0,0,0,0,0,2011-01-01
Ob188,Pakistan,Obama,"Doga Mada Khel, North Waziristan",32.943065000000004,69.955033,2,5,0,0,0,0,0,2011-01-23
Ob194,Pakistan,Obama,"Landidog, South Waziristan",32.320237,69.85974,2,5,0,5,0,0,2,2011-03-08
Ob195,Pakistan,Obama,"Datta Khel, North Waziristan",33.150048999999996,70.433361,5,5,0,0,0,0,2,2011-03-09
Ob201,Pakistan,Obama,"Datta Khel, North Waziristan",33.150048999999996,70.433361,3,5,0,0,0,0,0,2011-03-16
Ob206,Pakistan,Obama,"Angor Adda, South Waziristan",32.514466,69.29073299999999,3,5,0,0,0,0,4,2011-05-10
Ob208,Pakistan,Obama,"Doga Mada Khel, North Waziristan",32.943065000000004,69.955033,3,5,0,0,0,0,0,2011-05-13
Ob216,Pakistan,Obama,"Darnashtra, South Waziristan",32.320237,69.85974,3,5,0,0,0,0,0,2011-06-06
Ob22,Pakistan,Obama,"Mantoi, South Waziristan",32.320237,69.85974,0,5,0,5,0,0,0,2009-07-03
Ob223,Pakistan,Obama,"Zarakai, Kurram Agency",33.695975,70.336069,2,5,0,0,0,0,0,2011-06-20
Ob239,Pakistan,Obama,"Hisokhel, North Waziristan",32.943065000000004,69.955033,1,5,0,0,0,0,1,2011-09-11
Ob258,Pakistan,Obama,"Deegan, North Waziristan",32.943065000000004,69.955033,2,5,0,0,0,0,1,2012-01-23
Ob27,Pakistan,Obama,"Painda Khel, South Waziristan",32.320237,69.85974,3,5,0,0,0,0,3,2009-07-10
Ob271,Pakistan,Obama,"Datta Khel Kalai, North Waziristan",33.150048999999996,70.433361,1,5,0,0,0,0,1,2012-05-23
Ob275,Pakistan,Obama,"Degan, Datta Khel, North Waziristan",33.150048999999996,70.433361,2,5,0,0,0,0,0,2012-05-28
Ob305,Pakistan,Obama,"Gurbaz, Shawal, North Waziristan",32.613785,69.508247,4,5,0,0,0,0,2,2012-12-29
Ob312,Pakistan,Obama,"Spinwam, North Waziristan",33.178889,70.39409599999999,3,5,0,2,0,0,1,2013-02-06
Ob328,Pakistan,Obama,"Miranshah, North Waziristan",32.956928000000005,70.169394,0,5,0,0,0,0,3,2013-10-31
Ob342,Pakistan,Obama,"Kundhgar, Shawal, South Waziristan",32.613785,69.508247,4,5,0,0,0,0,2,2014-10-05
Ob35,Pakistan,Obama,"Toorikhel, North Waziristan",32.846798,70.33160500000001,5,5,0,0,0,0,2,2009-09-14
Ob356,Pakistan,Obama,"Kund/Kundghar village, Shawal, North Waziristan",32.613785,69.508247,4,5,0,0,0,0,0,2014-12-26
Ob367,Pakistan,Obama,"Shawal, North Waziristan",32.613785,69.508247,4,5,0,0,0,0,0,2015-06-01
Ob371,Pakistan,Obama,"Mangrooti village, Shawal valley, Datta Khel tehsil, North Waziristan",32.613785,69.508247,5,5,0,0,0,0,2,2016-01-09
Ob372,Pakistan,Obama,"Shahidano Dhand, Lower Kurram, Kurram Agency",33.559103,70.288452,4,5,0,0,0,0,1,2016-02-22
Ob54,Pakistan,Obama,"Mosaki, North Waziristan",32.943065000000004,69.955033,5,5,1,2,1,1,2,2010-01-03
Ob58,Pakistan,Obama,"Ismail Khel, North Waziristan",32.967169,69.692204,4,5,0,0,0,0,5,2010-01-09
Ob70,Pakistan,Obama,"Tappi, North Waziristan",32.946490000000004,70.147068,4,5,0,0,0,0,0,2010-02-15
Ob72,Pakistan,Obama,"Danda Darpakhel, North Waziristan",32.990218,70.051802,3,5,0,0,0,0,4,2010-02-18
Ob78,Pakistan,Obama,"Hamzoni, North Waziristan",32.975041999999995,69.98481,3,5,0,0,0,0,4,2010-03-17
Ob79,Pakistan,Obama,"Mizar Madakhel, North Waziristan",32.943065000000004,69.955033,5,5,0,0,0,0,0,2010-03-17
Ob85,Pakistan,Obama,"Ambar Shaga, North Waziristan",32.943065000000004,69.955033,4,5,0,0,0,0,1,2010-04-14
Ob9,Pakistan,Obama,"Sokhel, North Waziristan",32.943065000000004,69.955033,4,5,0,5,0,0,5,2009-03-26
SOM030,Somalia,Obama,"Kuntuwarey district, Lower Shabelle",1.8766450000000001,44.247901,5,5,0,0,0,0,0,2015-12-21
SOM038,Somalia,Obama,"Afgoye, Lower Shabelle",2.1426220000000002,45.116716,5,5,0,0,0,0,0,2016-05-12
SOM083,Somalia,Trump,Middle Shabelle region,2.925024,45.903968,0,5,0,0,0,5,0,2018-01-18
SOM086,Somalia,Trump,"Jamaame, Lower Juba region",0.066852,42.744257,4,5,0,2,0,0,0,2018-02-21
SOM091,Somalia,Trump,"El Burr, Galmudug",4.6839129999999995,46.619859999999996,2,5,0,3,0,0,0,2018-04-01
SOM095,Somalia,Trump,Lower Shabelle ,1.8766450000000001,44.247901,0,5,0,5,0,0,0,2018-05-09
YEM019,Yemen,Obama,"Karadeef, Zinjibar, Abyan",13.135021,45.388639000000005,5,5,0,0,0,0,0,2011-07-27
YEM031,Yemen,Obama,"Al Arqoub, Abyan",13.6077214,44.984871000000005,5,5,0,0,0,0,7,2011-10-05
YEM042,Yemen,Obama,Bayda,13.988914000000001,45.5771,4,5,0,0,0,0,0,2012-03-13
YEM046,Yemen,Obama,"Azzan, Shabwa",14.325435,47.446588,5,5,1,1,0,0,6,2012-03-30
YEM075,Yemen,Obama,"Jaar, Abyan",13.216737,45.306426,3,5,0,0,0,0,0,2012-05-19
YEM078,Yemen,Obama,"Manaseh, Bayda",13.988914000000001,45.5771,3,5,0,2,0,0,4,2012-05-28
YEM079,Yemen,Obama,"Mukalla, Abyan",14.540432000000001,49.127196999999995,5,5,0,0,0,0,0,2012-05-28
YEM083,Yemen,Obama,"Jaar, Abyan",13.216737,45.306426,5,5,0,0,0,0,3,2012-06-07
YEM087,Yemen,Obama,"Azzan, Shabwa",14.325435,47.446588,5,5,0,0,0,0,2,2012-06-15
YEM093,Yemen,Obama,"Bayhan, Shabwa",14.797618,45.718941,2,5,0,0,0,0,2,2012-07-03
YEM095,Yemen,Obama,"Mahfed, Abyan",14.061619,46.914966,5,5,0,0,0,0,0,2012-07-23
YEM096,Yemen,Obama,"Al Qotn, Hadhramout",15.840860000000001,48.483723,3,5,0,0,0,0,2,2012-08-04
YEM100,Yemen,Obama,"Al Qotn, Hadhramout",15.840860000000001,48.483723,5,5,2,2,0,0,0,2012-08-29
YEM122,Yemen,Obama,"Al Boka, Jawf",16.790181,45.299386,3,5,0,0,0,0,0,2013-01-22
YEM124,Yemen,Obama,"Qayfa, Bayda",13.988914000000001,45.5771,3,5,0,0,0,0,0,2013-01-23
YEM133,Yemen,Obama,"Wadi Ser, Hadhramout",16.930413,49.365314,3,5,4,5,1,1,3,2013-08-01
YEM138,Yemen,Obama,"Al Qotn, Hadhramout",15.840860000000001,48.483723,3,5,0,0,0,0,0,2013-08-08
YEM139,Yemen,Obama,"Al Askariya, Lahj",13.6077214,44.984871000000005,2,5,0,0,0,0,2,2013-08-10
YEM141,Yemen,Obama,"Ghayl Bawazir, Hadhramout",14.773124,49.380547,5,5,0,0,0,0,0,2013-11-19
YEM168,Yemen,Obama,Shabwa,14.754629999999999,46.516261,4,5,0,0,0,0,0,2014-09-11
YEM169,Yemen,Obama,"Nasab, Shabwa",14.754629999999999,46.516261,4,5,0,0,0,0,0,2014-09-25
YEM193,Yemen,Obama,Shabwa,14.754629999999999,46.516261,3,5,0,0,0,0,0,2015-05-22
YEM196,Yemen,Obama,"Mukalla, Hadramout",14.540432000000001,49.127196999999995,4,5,0,0,0,0,2,2015-06-25
YEM201,Yemen,Obama,"Wadi Dikha, Abyan",13.634341000000001,46.056321000000004,4,5,0,0,0,0,0,2015-07-29
YEM202,Yemen,Obama,"Mukalla-Rukob road, Hadramout",14.580239,49.215742,5,5,0,0,0,0,0,2015-08-12
YEM205,Yemen,Obama,"Mukalla, Hadramout",14.540432000000001,49.127196999999995,5,5,0,0,0,0,0,2015-08-26
YEM208,Yemen,Obama,"Mukalla, Hadramout",14.540432000000001,49.127196999999995,4,5,0,0,0,0,0,2015-09-12
YEM221,Yemen,Obama,"Mukalla, Hadramout",14.540432000000001,49.127196999999995,5,5,3,3,0,0,0,2016-03-28
YEM222,Yemen,Obama,"Azzan, Shabwa",14.325435,47.446588,2,5,0,0,0,0,0,2016-03-30
YEM240,Yemen,Obama,Shabwa,14.754629999999999,46.516261,4,5,0,0,0,0,0,2016-08-24
YEM243,Yemen,Obama,"Radaa area, Bayda",14.41187,44.836513000000004,5,5,0,0,0,0,0,2016-09-13
YEM246,Yemen,Obama,Mareb,15.470031,45.322857,3,5,0,0,0,0,0,2016-09-23
YEM250,Yemen,Obama,Marib,15.470031,45.322857,5,5,0,0,0,0,0,2016-10-21
YEM271,Yemen,Trump,Marib,15.470031,45.322857,4,5,0,0,0,0,0,2017-04-29
YEM280,Yemen,Trump,"Raghwan, Marib",15.470031,45.322857,5,5,0,0,0,0,0,2017-10-08
YEM282,Yemen,Trump,Bayda,13.988914000000001,45.5771,5,5,0,0,0,0,0,2017-10-19
YEM290,Yemen,Trump,Bayda,13.988914000000001,45.5771,5,5,0,0,0,0,0,2017-11-20
AFG029,Afghanistan,Obama,"Goshti, Nangarhar",34.171831,70.621679,4,4,0,0,0,0,0,2015-05-07
AFG031,Afghanistan,Obama,"Bati Kot, Nangarhar",34.263148,70.788209,4,4,0,0,0,0,1,2015-05-14
AFG067,Afghanistan,Obama,"Bati Kot, Nangarhar",34.263148,70.788209,4,4,0,0,0,0,2,2015-07-07
AFG078,Afghanistan,Obama,"Cholzi, Baraki Barak, Logar",33.969091999999996,68.950978,4,4,0,0,0,0,0,2015-08-02
AFG086,Afghanistan,Obama,"Kotikhil, Shirzad, Nangarhar",33.545187,69.35778,4,4,0,0,0,0,0,2015-08-26
AFG115,Afghanistan,Obama,"Nazyan, Nangarhar",34.118171000000004,70.75252900000001,3,4,0,0,0,0,0,2015-10-29
AFG117,Afghanistan,Obama,"Lal Pura, Kunar",34.354216,70.95468000000001,4,4,0,0,0,0,2,2015-10-29
AFG157,Afghanistan,Obama,"Bandar Khwar, Achin, Nangarhar",34.08218,70.667034,4,4,0,0,0,0,0,2016-01-24
AFG161,Afghanistan,Obama,"Bandar, Achin, Nangarhar",34.08218,70.667034,3,4,0,0,0,0,0,2016-02-02
AFG181,Afghanistan,Obama,"Achin, Nangarhar",34.08218,70.667034,4,4,0,0,0,0,0,2016-04-07
AFG186,Afghanistan,Obama,"Achin, Nangarhar",34.08218,70.667034,4,4,0,0,0,0,0,2016-04-20
AFG198,Afghanistan,Obama,"Pirakhel, Wazir, Nangarhar",34.195889,70.158546,4,4,0,0,0,0,0,2016-05-26
AFG215,Afghanistan,Obama,"Pir Shah Khelo, Kot, Nangarhar",34.171831,70.621679,4,4,0,0,0,0,0,2016-06-22
AFG231,Afghanistan,Obama,"Achin, Nangarhar",34.08218,70.667034,4,4,0,0,0,0,0,2016-07-11
AFG235,Afghanistan,Obama,"Peera Khel, Khogyani, Nangarhar",34.229212,70.193208,4,4,0,0,0,0,3,2016-07-14
AFG252,Afghanistan,Obama,"Kot, Nangarhar",34.263148,70.788209,4,4,0,0,0,0,0,2016-08-22
AFG261,Afghanistan,Obama,"Qarya e Surkh, Khak e Safid, Farah",32.677851000000004,61.981391,4,4,0,0,0,0,0,2016-09-10
AFG279,Afghanistan,Obama,"Sherzad, Nangarhar",34.27323,70.07413100000001,2,4,2,4,0,0,0,2016-10-28
AFG302,Afghanistan,Trump,"Aziz Kala, Sabri, Khost",33.358507,69.85974,4,4,0,0,0,0,0,2017-01-10
AFG329,Afghanistan,Trump,Paktika,32.264538,68.524714,4,4,0,0,0,0,0,2017-03-19
AFG347,Afghanistan,Trump,"Spina Zhai, Nazian, Nangarhar",34.108055,70.799722,3,4,0,0,0,0,0,2017-05-29
AFG356,Afghanistan,Trump,"Farooj, Khas, Uruzgan",32.929848,66.68909599999999,2,4,0,0,0,0,0,2017-06-29
AFG359,Afghanistan,Trump,"Merkikhel, Sherzad, Nangarhar",34.27323,70.07413100000001,4,4,0,0,0,0,0,2017-07-01
AFG370,Afghanistan,Trump,"Watapur, Helmand",34.91093,71.127398,4,4,0,0,0,0,0,2017-07-20
AFG382,Afghanistan,Trump,"Darah Ye Pech, Kunar",34.872898,71.15562,4,4,0,0,0,0,0,2017-08-10
AFG399,Afghanistan,Trump,"Hamid Karzai airport, Kabul, Kabul",34.564934,69.212677,0,4,0,0,0,0,5,2017-09-27
AFG405,Afghanistan,Trump,"Haska Mena, Nangarhar",34.171831,70.621679,4,4,0,0,0,0,0,2017-10-11
AFG407,Afghanistan,Trump,"Wach Ghrak area, Ahmadabad, Paktia",33.706199,69.383107,4,4,0,0,0,0,3,2017-10-11
AFG414,Afghanistan,Trump,"Kohsin, Sayed Karam, Paktia",33.688121,69.526123,4,4,0,0,0,0,7,2017-11-05
AFG415,Afghanistan,Trump,"Sayed Karam, Paktia",33.688121,69.526123,4,4,0,0,0,0,0,2017-11-05
AFG416,Afghanistan,Trump,"Mamand Dara, Achin, Nangarhar",34.215777,71.026004,4,4,0,0,0,0,0,2017-11-13
AFG423,Afghanistan,Trump,"Wazir Tangi, Khogyani, Nangarhar",34.195889,70.158546,4,4,0,0,0,0,8,2017-12-01
AFG491,Afghanistan,Trump,Parwan,34.963097,68.810884,4,4,0,0,0,0,0,2018-08-31
AFG496,Afghanistan,Trump,"Gurgorai, Haska Mena, Nangarhar",34.171831,70.621679,4,4,0,0,0,0,0,2018-09-19
AFG506,Afghanistan,Trump,Kunar,34.846589,71.097316,4,4,0,0,0,0,0,2018-09-04
AFG522,Afghanistan,Trump,Nangarhar,34.171831,70.621679,4,4,0,0,0,0,0,2018-09-06
AFG543,Afghanistan,Trump,Nangarhar,34.171831,70.621679,4,4,0,0,0,0,0,2018-09-10
AFG550,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,4,4,0,0,0,0,0,2018-09-11
AFG578,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,4,4,0,0,0,0,0,2018-09-17
AFG599,Afghanistan,Trump,Kapisa,34.981057,69.62145600000001,4,4,0,0,0,0,0,2018-09-21
AFG604,Afghanistan,Trump,Kapisa,34.981057,69.62145600000001,4,4,0,0,0,0,0,2018-09-22
AFG609,Afghanistan,Trump,Farah,32.446463,62.145413,4,4,5,23,0,8,0,2018-09-23
AFG613,Afghanistan,Trump,Kunar,34.846589,71.097316,4,4,0,0,0,0,0,2018-09-23
AFG617,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,4,4,0,0,0,0,0,2018-09-24
AFG633,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,4,4,0,0,0,0,0,2018-09-28
AFG655,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,4,4,0,0,0,0,0,2018-10-02
AFG664,Afghanistan,Trump,Nangarhar,34.171831,70.621679,4,4,0,0,0,0,0,2018-10-03
AFG692,Afghanistan,Trump,Kunar,34.846589,71.097316,4,4,0,0,0,0,0,2018-10-07
AFG700,Afghanistan,Trump,Logar,34.014551000000004,69.192391,4,4,0,0,0,0,0,2018-10-09
AFG703,Afghanistan,Trump,Faryab,36.079561,64.90595400000001,4,4,0,17,0,0,0,2018-10-10
AFG713,Afghanistan,Trump,Nangarhar,34.171831,70.621679,4,4,0,0,0,0,0,2018-10-11
