Strike ID,Country,President,Most Specific Location,Latitude,Longitude,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,timestamp
T003,Pakistan,Trump,North Waziristan,32.943065000000004,69.955033,2,3,0,0,0,0,0,2017-05-24
T004,Pakistan,Trump,"Hangu district, Khyber Pakhtunkhwa province",33.443839000000004,70.907123,1,3,0,0,0,0,0,2017-06-13
T005,Pakistan,Trump,"Ghuz Ghari village, Kurram Agency",33.695975,70.336069,3,3,0,0,0,0,1,2017-09-15
YEM009,Yemen,Obama,"Jeezat al Qotn, Moudia district, Abyan",15.840860000000001,48.483723,2,3,0,0,0,0,0,2010-03-14
YEM015,Yemen,Obama,"Raia, Abyan",13.634341000000001,46.056321000000004,2,3,2,3,1,1,0,2011-06-10
YEM055,Yemen,Obama,"Nasab, Shabwa",14.754629999999999,46.516261,3,3,0,0,0,0,2,2012-04-23
YEM057,Yemen,Obama,"Moudia, Abyan",13.634341000000001,46.056321000000004,3,3,0,0,0,0,0,2012-04-26
YEM058,Yemen,Obama,Jawf,16.790181,45.299386,3,3,0,0,0,0,0,2012-04-29
YEM060,Yemen,Obama,"Jaar, Abyan",13.216737,45.306426,3,3,0,0,0,0,0,2012-04-30
YEM073,Yemen,Obama,"Shibam, Hadhramout",15.921257,48.636381,2,3,0,0,0,0,0,2012-05-17
YEM082,Yemen,Obama,"Jaar, Abyan",13.216737,45.306426,3,3,0,0,0,0,0,2012-06-07
YEM089,Yemen,Obama,Shabwa,14.754629999999999,46.516261,3,3,0,0,0,0,0,2012-06-19
YEM092,Yemen,Obama,"Mahfed, Abyan",14.061619,46.914966,3,3,0,0,0,0,0,2012-06-25
YEM098,Yemen,Obama,"Al Qotn, Hadhramout",15.840860000000001,48.483723,2,3,0,0,0,0,2,2012-08-07
YEM099,Yemen,Obama,"Qahb al-Hisan, Hadhramout",16.930413,49.365314,2,3,0,0,0,0,0,2012-08-28
YEM111,Yemen,Obama,"Manaseh, Bayda",13.988914000000001,45.5771,2,3,0,0,0,0,3,2012-12-24
YEM113,Yemen,Obama,"Shehr, Hadhramout",16.930413,49.365314,2,3,0,0,0,0,0,2012-12-28
YEM116,Yemen,Obama,"Radaa, Bayda",14.41187,44.836513000000004,3,3,0,0,0,0,0,2013-01-04
YEM120,Yemen,Obama,"Al Kanais, Marib",15.470031,45.322857,3,3,0,0,0,0,0,2013-01-20
YEM143,Yemen,Obama,"Al Qotn, Hadhramout",15.840860000000001,48.483723,3,3,0,0,0,0,0,2013-12-09
YEM152,Yemen,Obama,"Shabwan, Marib",15.515888,45.449806,2,3,0,0,0,0,2,2014-03-02
YEM157,Yemen,Obama,"Khab Wal Saaf, Jawf",16.714858,44.875452,2,3,0,0,0,0,0,2014-03-12
YEM158,Yemen,Obama,"Mahfed, Abyan",14.061619,46.914966,3,3,0,0,0,0,4,2014-04-01
YEM166,Yemen,Obama,"Wadi Abida, Marib",15.470031,45.322857,3,3,0,0,0,0,2,2014-08-09
YEM167,Yemen,Obama,Hadhramout,16.930413,49.365314,3,3,0,0,0,0,0,2014-08-16
YEM170,Yemen,Obama,"Khasaf, Jawf",16.790181,45.299386,2,3,0,0,0,0,3,2014-09-26
YEM179,Yemen,Obama,Hareeb,14.92653,45.507141,3,3,1,2,1,1,0,2015-01-26
YEM182,Yemen,Obama,"Al Houta, Shabwa",13.057841,44.883283,2,3,0,0,0,0,0,2015-02-20
YEM184,Yemen,Obama,"Markha district, Shabwa",14.754629999999999,46.516261,2,3,0,0,0,0,3,2015-03-01
YEM189,Yemen,Obama,"Mafraq, Shabwa",15.474709699999998,45.305245299999996,3,3,0,0,0,0,0,2015-05-08
YEM192,Yemen,Obama,Shabwa,14.754629999999999,46.516261,3,3,0,0,0,0,0,2015-05-16
YEM195,Yemen,Obama,"Mukalla, Hadramout",14.540432000000001,49.127196999999995,3,3,0,0,0,0,2,2015-06-09
YEM203,Yemen,Obama,"Harib, Marib",14.92653,45.507141,3,3,0,0,0,0,0,2015-08-21
YEM211,Yemen,Obama,"Rafadh, Shabwa",14.754629999999999,46.516261,3,3,0,0,0,0,0,2016-01-15
YEM214,Yemen,Obama,"Maraquesha, Abyan",13.634341000000001,46.056321000000004,3,3,0,0,0,0,0,2016-02-03
YEM215,Yemen,Obama,Lahij,13.057841,44.883283,3,3,0,0,0,0,0,2016-02-15
YEM216,Yemen,Obama,Hadramout,16.930413,49.365314,3,3,0,0,0,0,0,2016-02-29
YEM233,Yemen,Obama,"Haban, Shabwa",14.754629999999999,46.516261,2,3,0,0,0,0,1,2016-06-12
YEM235,Yemen,Obama,Shabwa,14.754629999999999,46.516261,2,3,0,0,0,0,0,2016-07-04
YEM241,Yemen,Obama,Shabwa,14.754629999999999,46.516261,3,3,0,0,0,0,0,2016-08-30
YEM245,Yemen,Obama,"Sawmaa district, Bayda",13.988914000000001,45.5771,2,3,0,0,0,0,0,2016-09-22
YEM253,Yemen,Obama,Hadramout,16.930413,49.365314,3,3,0,0,0,0,0,2016-11-30
YEM259,Yemen,Trump,Bayda,13.988914000000001,45.5771,1,3,0,0,0,0,0,2017-01-22
YEM272,Yemen,Trump,Shabwah,14.754629999999999,46.516261,3,3,0,0,0,0,0,2017-04-29
YEM274,Yemen,Trump,"Al Naqba, Shabwah",14.754629999999999,46.516261,2,3,0,0,0,0,0,2017-06-16
YEM276,Yemen,Trump,"Marakishah, Abyan",13.634341000000001,46.056321000000004,0,3,0,0,0,0,0,2017-08-13
YEM293,Yemen,Trump,"Qaifa, Bayda",13.988914000000001,45.5771,3,3,0,0,0,0,0,2017-11-26
YEM298,Yemen,Trump,Bayda,13.988914000000001,45.5771,2,3,0,0,0,0,0,2018-02-16
YEM310,Yemen,Trump,Shabwah,14.754629999999999,46.516261,3,3,0,0,0,0,0,2018-05-14
AFG012,Afghanistan,Obama,"Khas Kunar, Kunar",34.643368,71.026004,2,2,0,0,0,0,0,2015-02-10
AFG046,Afghanistan,Obama,"Jarkani, Yousufkhil, Paktika",32.264538,68.524714,2,2,0,0,0,0,0,2015-06-11
AFG048,Afghanistan,Obama,"Chak e Wardak, Wardak",34.031203000000005,68.572411,2,2,2,2,0,0,0,2015-06-15
AFG089,Afghanistan,Obama,"Nahr e Saraj, Helmand",31.658610999999997,64.404444,2,2,2,2,0,0,0,2015-08-31
AFG093,Afghanistan,Obama,"Ghazi Abad, Kunar",34.6999992,70.74124520000001,2,2,0,0,0,0,0,2015-09-08
AFG118,Afghanistan,Obama,"Choni Sar area, Shultan valley, Shigal, Kunar",35.118055,71.22833299999999,2,2,0,0,0,0,0,2015-10-31
AFG124,Afghanistan,Obama,"Dabila, Mohmand Dara, Nangarhar",34.215777,71.026004,2,2,0,0,0,0,0,2015-11-24
AFG135,Afghanistan,Obama,"Masboud valley, Alishang, Laghman",34.7,9999.0,2,2,0,0,0,0,0,2015-12-29
AFG151,Afghanistan,Obama,Nangarhar,34.171831,70.621679,2,2,0,0,0,0,0,2016-01-22
AFG199,Afghanistan,Obama,"Kot, Nangarhar",34.263148,70.788209,2,2,0,0,0,0,0,2016-05-26
AFG203,Afghanistan,Obama,"De Bala, Nangarhar",34.09263,70.469224,2,2,0,0,0,0,0,2016-05-29
AFG204,Afghanistan,Obama,"Sayedabad, Maidan Wardak",33.895518,68.763191,2,2,0,0,0,0,0,2016-05-29
AFG206,Afghanistan,Obama,"Sar Rawza, Paktika",33.004166999999995,69.049336,2,2,0,0,0,0,0,2016-06-08
AFG246,Afghanistan,Obama,"Milwa Kand, Nazian, Nangarhar",34.171831,70.621679,2,2,0,0,0,0,0,2016-07-27
AFG248,Afghanistan,Obama,"Zarghoon village, Nad Ali, Helmand",31.664216999999997,64.266149,2,2,0,0,0,0,0,2016-08-01
AFG251,Afghanistan,Obama,"Pekha, Achin, Nangarhar",34.08218,70.667034,2,2,0,0,0,0,0,2016-08-13
AFG291,Afghanistan,Obama,"Mamandari, Achin, Nangarhar",34.08218,70.667034,2,2,0,0,0,0,0,2016-11-20
AFG295,Afghanistan,Obama,"Pekha, Achin, Nangarhar",34.08218,70.667034,2,2,0,0,0,0,0,2016-12-15
AFG297,Afghanistan,Obama,"Bandar, Achin, Nangarhar",34.08218,70.667034,2,2,0,0,0,0,0,2016-12-24
AFG299,Afghanistan,Obama,"Papin, Haska Mena, Nangarhar",34.101428999999996,70.38305600000001,2,2,0,0,0,0,1,2016-12-28
AFG313,Afghanistan,Trump,"Char Wazi area, Haska Mena, Nangarhar",34.171831,70.621679,2,2,0,0,0,0,3,2017-02-06
AFG321,Afghanistan,Trump,"Sangini, Charparhar, Nangarhar",34.171831,70.621679,2,2,0,0,0,0,3,2017-02-27
AFG327,Afghanistan,Trump,Paktika,32.264538,68.524714,2,2,0,0,0,0,0,2017-03-18
AFG334,Afghanistan,Trump,"Achin, Nangarhar",34.08218,70.667034,0,2,0,0,0,0,0,2017-04-15
AFG336,Afghanistan,Trump,"Pangram area, Charkh district, Logar",33.796943,68.934585,2,2,0,0,0,0,5,2017-04-25
AFG365,Afghanistan,Trump,"Amber, Qaghayio, Laghman",34.689768,70.14558000000001,2,2,0,0,0,0,0,2017-07-09
AFG391,Afghanistan,Trump,"Jarji village, Qarabagh, Kabul",34.846275,69.21623199999999,0,2,0,2,0,0,0,2017-09-04
AFG404,Afghanistan,Trump,"Bati Kot, Nangarhar",34.263148,70.788209,2,2,0,0,0,0,0,2017-10-10
AFG450,Afghanistan,Trump,Sar e Pul,35.670747,66.046353,2,2,0,0,0,0,0,2018-03-16
AFG457,Afghanistan,Trump,"Bal Chiragh, Faryab",36.079561,64.90595400000001,2,2,0,0,0,0,0,2018-04-05
AFG462,Afghanistan,Trump,"Sherzad, Nangarhar",34.27323,70.07413100000001,2,2,0,0,0,0,0,2018-04-23
AFG469,Afghanistan,Trump,"Sangin, Helmand",32.071099,64.852586,2,2,0,0,0,0,0,2018-05-24
AFG479,Afghanistan,Trump,"Payin, Chaparhar, Nangarhar",34.328976000000004,70.40748599999999,2,2,0,0,0,0,0,2018-07-01
AFG484,Afghanistan,Trump,"Tagab, Kapisa",34.760185,69.812089,2,2,0,0,0,0,0,2018-07-22
AFG504,Afghanistan,Trump,Herat,34.352865,62.204028,2,2,0,0,0,0,0,2018-09-04
AFG508,Afghanistan,Trump,Nangarhar,34.171831,70.621679,2,2,0,0,0,0,0,2018-09-04
AFG509,Afghanistan,Trump,Wardak,34.351349,68.23853299999999,2,2,0,0,0,0,0,2018-09-04
AFG521,Afghanistan,Trump,Logar,34.014551000000004,69.192391,2,2,0,0,0,0,0,2018-09-06
AFG531,Afghanistan,Trump,Logar,34.014551000000004,69.192391,2,2,0,0,0,0,0,2018-09-08
AFG539,Afghanistan,Trump,"Nawah, Ghazni",32.402668,67.856978,2,2,30,30,0,0,0,2018-09-10
AFG546,Afghanistan,Trump,Baghlan,35.804294,69.28775300000001,2,2,0,0,0,0,0,2018-09-11
AFG547,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,2,2,0,0,0,0,0,2018-09-11
AFG548,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,2,2,0,0,0,0,0,2018-09-11
AFG554,Afghanistan,Trump,Baghlan,35.804294,69.28775300000001,2,2,0,0,0,0,0,2018-09-12
AFG555,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,2,2,0,0,0,0,0,2018-09-12
AFG560,Afghanistan,Trump,Nangarhar,34.171831,70.621679,2,2,0,0,0,0,0,2018-09-13
AFG571,Afghanistan,Trump,Zabul,32.191878,67.189448,2,2,0,0,0,0,0,2018-09-15
AFG572,Afghanistan,Trump,Ghazni,33.545058000000004,68.417397,2,2,0,0,0,0,0,2018-09-16
AFG575,Afghanistan,Trump,Nangarhar,34.171831,70.621679,2,2,0,0,0,0,0,2018-09-16
AFG590,Afghanistan,Trump,Paktia,33.706199,69.383107,2,2,0,0,0,0,0,2018-09-19
AFG596,Afghanistan,Trump,Paktia,33.706199,69.383107,2,2,0,0,0,0,0,2018-09-20
AFG597,Afghanistan,Trump,Balkh,36.75506,66.897537,2,2,0,0,0,0,0,2018-09-21
AFG598,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,2,2,0,0,0,0,0,2018-09-21
AFG610,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,2,2,0,0,0,0,0,2018-09-23
AFG618,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,2,2,0,0,0,0,0,2018-09-24
AFG624,Afghanistan,Trump,Kunduz,36.728590000000004,68.868066,2,2,0,0,0,0,0,2018-09-26
AFG631,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,2,2,0,0,0,0,0,2018-09-27
AFG635,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,2,2,0,0,0,0,0,2018-09-28
AFG643,Afghanistan,Trump,Uruzgan,32.927128,66.141526,2,2,0,0,0,0,0,2018-09-29
AFG654,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,2,2,0,0,0,0,0,2018-10-02
AFG662,Afghanistan,Trump,Kunar,34.846589,71.097316,2,2,0,0,0,0,0,2018-10-03
AFG663,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,2,2,0,0,0,0,0,2018-10-03
AFG665,Afghanistan,Trump,Paktia,33.706199,69.383107,2,2,0,0,0,0,0,2018-10-03
AFG669,Afghanistan,Trump,Kunar,34.846589,71.097316,2,2,0,0,0,0,0,2018-10-04
AFG670,Afghanistan,Trump,Uruzgan,32.927128,66.141526,2,2,0,0,0,0,0,2018-10-04
AFG677,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,2,2,0,0,0,0,0,2018-10-05
AFG681,Afghanistan,Trump,Faryab,36.079561,64.90595400000001,2,2,0,0,0,0,0,2018-10-06
AFG690,Afghanistan,Trump,Ghazni,33.545058000000004,68.417397,2,2,0,0,0,0,0,2018-10-07
AFG691,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,2,2,0,0,0,0,0,2018-10-07
AFG693,Afghanistan,Trump,Wardak,34.351349,68.23853299999999,2,2,0,0,0,0,0,2018-10-07
AFG695,Afghanistan,Trump,Logar,34.014551000000004,69.192391,2,2,0,0,0,0,0,2018-10-08
AFG699,Afghanistan,Trump,Faryab,36.079561,64.90595400000001,2,2,0,0,0,0,0,2018-10-09
AFG701,Afghanistan,Trump,Nangarhar,34.171831,70.621679,2,2,0,0,0,0,0,2018-10-09
AFG705,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,2,2,0,0,0,0,0,2018-10-10
AFG717,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,2,2,0,0,0,0,0,2018-10-12
AFG718,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,2,2,0,0,0,0,0,2018-10-12
AFG720,Afghanistan,Trump,Kunduz,36.728590000000004,68.868066,2,2,0,0,0,0,0,2018-10-12
AFG729,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,2,2,0,0,0,0,0,2018-10-13
AFG732,Afghanistan,Trump,Uruzgan,32.927128,66.141526,2,2,0,0,0,0,0,2018-10-13
AFG750,Afghanistan,Trump,Logar,34.014551000000004,69.192391,2,2,0,0,0,0,0,2018-10-16
AFG753,Afghanistan,Trump,Nangarhar,34.171831,70.621679,2,2,0,0,0,0,0,2018-10-17
AFG756,Afghanistan,Trump,Logar,34.014551000000004,69.192391,2,2,0,0,0,0,0,2018-10-17
AFG757,Afghanistan,Trump,Paktia,33.706199,69.383107,2,2,0,0,0,0,0,2018-10-17
AFG764,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,2,2,0,0,0,0,0,2018-10-19
AFG765,Afghanistan,Trump,Kabul,34.555349,69.207486,2,2,0,0,0,0,0,2018-10-19
AFG767,Afghanistan,Trump,Kunar,34.846589,71.097316,2,2,0,0,0,0,0,2018-10-19
AFG770,Afghanistan,Trump,Nimroz,31.026148,62.450415,2,2,0,0,0,0,0,2018-10-19
AFG773,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,2,2,0,0,0,0,0,2018-10-20
AFG777,Afghanistan,Trump,Ghor,34.099577000000004,64.90595400000001,2,2,0,0,0,0,0,2018-10-21
AFG779,Afghanistan,Trump,Kapisa,34.981057,69.62145600000001,2,2,0,0,0,0,0,2018-10-21
AFG793,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,2,2,0,0,0,0,0,2018-10-23
AFG794,Afghanistan,Trump,Parwan,34.963097,68.810884,2,2,0,0,0,0,0,2018-10-23
AFG795,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,2,2,0,0,0,0,0,2018-10-24
AFG802,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,2,2,0,0,0,0,0,2018-10-25
AFG814,Afghanistan,Trump,Ghazni,33.545058000000004,68.417397,2,2,0,0,0,0,0,2018-10-28
AFG816,Afghanistan,Trump,Laghman,34.689768,70.14558000000001,2,2,0,0,0,0,0,2018-10-29
AFG820,Afghanistan,Trump,Ghazni,33.545058000000004,68.417397,2,2,0,0,0,0,0,2018-10-30
B2,Pakistan,Bush,"Toorikhel, North Waziristan",32.846798,70.33160500000001,2,2,0,0,0,0,0,2005-05-08
Ob259,Pakistan,Obama,"Char Khel, Datta Khel, North Waziristan",33.150048999999996,70.433361,0,2,0,0,0,0,0,2012-01-23
Ob373,Pakistan,Obama,"Ahmad Wal, Balochistan",29.393753999999998,65.942279,2,2,1,1,0,0,0,2016-05-21
Ob48,Pakistan,Obama,"Datta Khel, North Waziristan",33.150048999999996,70.433361,2,2,0,0,0,0,0,2009-12-17
SOM010,Somalia,Obama,Kismayo,-0.356045,42.546057,2,2,0,0,0,0,2,2011-06-23
SOM013,Somalia,Obama,Afgoye,2.1426220000000002,45.116716,0,2,0,0,0,0,0,2011-11-14
SOM041,Somalia,Obama,Near Gobanale,5.152149,46.199615,2,2,0,0,0,0,0,2016-08-30
SOM081,Somalia,Trump,Mogadishu,2.046934,45.318162,2,2,0,0,0,0,0,2018-01-02
SOM087,Somalia,Trump,"Jilib, Middle Juba Region",0.49191899999999994,42.778436,2,2,0,0,0,0,1,2018-02-26
SOM090,Somalia,Trump,"Mubarak, Lower Shabelle",1.8766450000000001,44.247901,2,2,0,0,0,0,3,2018-03-19
SOM103,Somalia,Trump,Kismayo,-0.356045,42.546057,2,2,0,0,0,0,0,2018-08-21
SOM105,Somalia,Trump,Mubaraak,2.046934,45.318162,2,2,0,0,0,0,1,2018-09-11
T001,Pakistan,Trump,Kurram Agency,33.695975,70.336069,2,2,0,0,0,0,0,2017-03-02
YEM005,Yemen,Obama,Shabwa,14.754629999999999,46.516261,1,2,0,0,0,0,0,2010-01-12
YEM007,Yemen,Obama,"Erq al Shawan, Marib",13.6077214,44.984871000000005,2,2,0,0,0,0,0,2010-01-20
YEM012,Yemen,Obama,Shabwa,14.754629999999999,46.516261,2,2,0,0,0,0,0,2011-05-05
YEM035,Yemen,Obama,"Azzan, Shabwa",14.325435,47.446588,2,2,1,2,1,1,0,2011-10-14
YEM076,Yemen,Obama,Bayda,13.988914000000001,45.5771,2,2,0,0,0,0,0,2012-05-19
YEM081,Yemen,Obama,"Moudia, Abyan",13.634341000000001,46.056321000000004,2,2,0,0,0,0,7,2012-06-07
YEM110,Yemen,Obama,"Beit al Ahan, Sanaa",14.521675,43.324637,2,2,0,0,0,0,2,2012-11-07
YEM126,Yemen,Obama,"Wadi Abida, Marib",15.470031,45.322857,2,2,0,0,0,0,2,2013-04-21
YEM128,Yemen,Obama,"Radaa, Bayda",14.41187,44.836513000000004,2,2,0,0,0,0,0,2013-05-20
YEM148,Yemen,Obama,"Al Qotn, Hadhramout",15.840860000000001,48.483723,2,2,0,0,0,0,0,2014-01-08
YEM186,Yemen,Obama,"Habban, Shabwa",14.354508,47.080202,2,2,0,0,0,0,0,2015-04-17
YEM209,Yemen,Obama,"Marib city, Marib",15.470031,45.322857,2,2,0,0,0,0,0,2015-09-21
YEM212,Yemen,Obama,"Sayoun, Hadramout",15.949542999999998,48.809566,2,2,0,0,0,0,0,2016-01-19
YEM226,Yemen,Obama,Mareb,15.470031,45.322857,2,2,0,0,0,0,0,2016-04-23
YEM231,Yemen,Obama,Bayda,13.988914000000001,45.5771,2,2,0,0,0,0,0,2016-06-09
YEM232,Yemen,Obama,Mareb,15.470031,45.322857,2,2,0,0,0,0,0,2016-06-10
YEM244,Yemen,Obama,"Wadi Abida, Marib",15.470031,45.322857,2,2,0,0,0,0,0,2016-09-20
YEM247,Yemen,Obama,Bayda,13.988914000000001,45.5771,2,2,0,0,0,0,0,2016-09-29
YEM248,Yemen,Obama,Shabwah,14.754629999999999,46.516261,2,2,0,0,0,0,0,2016-10-06
YEM252,Yemen,Obama,"Sawmaah, Bayda",13.988914000000001,45.5771,2,2,0,0,0,0,0,2016-11-24
YEM255,Yemen,Obama,"Sawmaah, Bayda",13.988914000000001,45.5771,2,2,0,0,0,0,0,2016-12-29
YEM261,Yemen,Trump,"Baihan, Shabwa",14.797618,45.718941,2,2,0,0,0,0,0,2017-01-30
YEM264,Yemen,Trump,"Ahwar, Abyan",13.521919,46.711591999999996,2,2,0,0,0,0,0,2017-03-04
YEM275,Yemen,Trump,"Al Wadei, Abyan",13.6077214,44.984871000000005,2,2,0,0,0,0,0,2017-07-01
YEM279,Yemen,Trump,Bayda,13.988914000000001,45.5771,1,2,0,0,0,0,0,2017-10-04
YEM285,Yemen,Trump,"Al Wadi, Marib",15.470031,45.322857,2,2,0,0,0,0,0,2017-11-02
YEM286,Yemen,Trump,Bayda,13.988914000000001,45.5771,2,2,0,0,0,0,0,2017-11-10
YEM288,Yemen,Trump,Bayda,13.988914000000001,45.5771,2,2,0,0,0,0,0,2017-11-12
YEM289,Yemen,Trump,Bayda,13.988914000000001,45.5771,2,2,0,0,0,0,0,2017-11-19
YEM291,Yemen,Trump,Bayda,13.988914000000001,45.5771,2,2,0,0,0,0,0,2017-11-23
AFG015,Afghanistan,Obama,"Alishir, Khost",33.394839000000005,70.044359,1,1,0,1,0,0,0,2015-02-03
AFG035,Afghanistan,Obama,"Watapor, Kunar",34.91093,71.127398,1,1,0,0,0,0,0,2015-05-28
AFG038,Afghanistan,Obama,"Achin, Nangarhar",34.08218,70.667034,1,1,0,0,0,0,0,2015-06-04
AFG042,Afghanistan,Obama,"Chapa Dara, Kunar",34.920175,70.764423,1,1,0,0,0,0,0,2015-06-07
AFG055,Afghanistan,Obama,Paktika,32.264538,68.524714,1,1,0,0,0,0,0,2015-06-27
AFG059,Afghanistan,Obama,"Chappa Dara, Kunar",34.920175,70.764423,1,1,0,0,0,0,0,2015-07-04
AFG189,Afghanistan,Obama,"Khanashin, Helmand",30.810909000000002,63.769538,0,1,0,0,0,0,2,2016-05-07
AFG191,Afghanistan,Obama,"Zarmakhel, Pacheragam, Nangarhar",34.074090000000005,70.288452,1,1,0,0,0,0,1,2016-05-12
AFG194,Afghanistan,Obama,"Mohammd Ghous, Ab Band, Ghazni",32.983333,67.966667,1,1,0,0,0,0,0,2016-05-18
AFG244,Afghanistan,Obama,"Achin, Nangarhar",34.08218,70.667034,1,1,0,0,0,0,0,2016-07-26
AFG290,Afghanistan,Obama,"Shah Karez, Zumat, Paktia",33.706199,69.383107,1,1,0,0,0,0,2,2016-11-19
AFG296,Afghanistan,Obama,"Ambarkhani, Bati Kot, Nangarhar",34.263148,70.788209,1,1,0,0,0,0,4,2016-12-24
AFG317,Afghanistan,Trump,"Nawa, Ghazni",32.402668,67.856978,1,1,0,0,0,0,2,2017-02-19
AFG338,Afghanistan,Trump,Maidan Wardak,34.351349,68.23853299999999,1,1,0,0,0,0,0,2017-04-27
AFG351,Afghanistan,Trump,"Achin, Nangarhar",34.08218,70.667034,1,1,0,0,0,0,0,2017-06-03
AFG394,Afghanistan,Trump,Kunar,34.846589,71.097316,1,1,0,0,0,0,0,2017-09-09
AFG438,Afghanistan,Trump,"Barmal, Paktika",32.715659,69.28179300000001,1,1,0,0,0,0,0,2018-01-27
AFG444,Afghanistan,Trump,"Barmal, Paktika",32.715659,69.28179300000001,1,1,0,0,0,0,0,2018-02-22
AFG453,Afghanistan,Trump,"Serai, Sawkai, Kunar",34.846589,71.097316,1,1,0,0,0,0,0,2018-03-23
AFG470,Afghanistan,Trump,"Nahr e Saraj, Helmand",31.658610999999997,64.404444,1,1,0,0,0,0,0,2018-05-25
AFG471,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,1,1,0,0,0,0,0,2018-05-26
AFG480,Afghanistan,Trump,Kunar,34.846589,71.097316,0,1,0,0,0,0,0,2018-07-03
AFG489,Afghanistan,Trump,"Tamin, Alishang district, Laghman",34.7,9999.0,1,1,0,0,0,0,1,2018-08-16
AFG505,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,1,1,0,0,0,0,0,2018-09-04
AFG507,Afghanistan,Trump,Kunduz,36.728590000000004,68.868066,1,1,0,0,0,0,0,2018-09-04
AFG515,Afghanistan,Trump,Uruzgan,32.927128,66.141526,1,1,0,0,0,0,0,2018-09-05
AFG517,Afghanistan,Trump,Kandahar,31.628871000000004,65.737174,1,1,0,0,0,0,0,2018-09-06
AFG518,Afghanistan,Trump,Khost,33.333847,69.937167,1,1,0,0,0,0,0,2018-09-06
AFG523,Afghanistan,Trump,Paktia,33.706199,69.383107,1,1,0,0,0,0,0,2018-09-06
AFG524,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,1,1,0,0,0,0,0,2018-09-07
AFG525,Afghanistan,Trump,Kabul,34.555349,69.207486,1,1,0,0,0,0,0,2018-09-07
AFG526,Afghanistan,Trump,Logar,34.014551000000004,69.192391,1,1,0,0,0,0,0,2018-09-07
AFG528,Afghanistan,Trump,Paktika,32.264538,68.524714,1,1,0,0,0,0,0,2018-09-07
AFG534,Afghanistan,Trump,Kapisa,34.981057,69.62145600000001,1,1,0,0,0,0,0,2018-09-09
AFG535,Afghanistan,Trump,Kunar,34.846589,71.097316,1,1,0,0,0,0,0,2018-09-09
AFG537,Afghanistan,Trump,Paktia,33.706199,69.383107,1,1,0,0,0,0,0,2018-09-09
AFG542,Afghanistan,Trump,Khost,33.333847,69.937167,1,1,0,0,0,0,0,2018-09-10
AFG549,Afghanistan,Trump,Logar,34.014551000000004,69.192391,1,1,0,0,0,0,0,2018-09-11
AFG553,Afghanistan,Trump,Uruzgan,32.927128,66.141526,1,1,0,0,0,0,0,2018-09-11
AFG556,Afghanistan,Trump,Kunar,34.846589,71.097316,1,1,0,0,0,0,0,2018-09-12
AFG558,Afghanistan,Trump,Paktia,33.706199,69.383107,1,1,0,0,0,0,0,2018-09-12
AFG559,Afghanistan,Trump,Uruzgan,32.927128,66.141526,1,1,0,0,0,0,0,2018-09-12
AFG561,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,1,1,0,0,0,0,0,2018-09-13
AFG562,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,1,1,0,0,0,0,0,2018-09-14
AFG563,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-09-14
AFG564,Afghanistan,Trump,Paktia,33.706199,69.383107,1,1,0,0,0,0,0,2018-09-14
AFG565,Afghanistan,Trump,Farah,32.446463,62.145413,1,1,0,0,0,0,0,2018-09-15
AFG566,Afghanistan,Trump,Kunar,34.846589,71.097316,1,1,0,0,0,0,0,2018-09-15
AFG568,Afghanistan,Trump,Nangarhar,34.171831,70.621679,1,1,0,0,0,0,0,2018-09-15
AFG569,Afghanistan,Trump,Paktia,33.706199,69.383107,1,1,0,0,0,0,0,2018-09-15
AFG573,Afghanistan,Trump,Helmand,31.363646999999997,63.958611,1,1,0,0,0,0,0,2018-09-16
AFG579,Afghanistan,Trump,Khost,33.333847,69.937167,1,1,0,0,0,0,0,2018-09-17
